Test ID,Platform,Category,Test Name,Status,Duration (s),Executed By,Timestamp
TC-0189,Performance (JMeter),UI/UX Accessibility,Verify UI/UX Accessibility functionality - Case 189,PASS,1.36,Automated Runner,2026-07-27 09:22:43
TC-0190,Mobile (Android/Appium),NeonDB Operations,Verify NeonDB Operations functionality - Case 190,PASS,1.62,Automated Runner,2026-07-27 10:31:43
TC-0191,Web (Selenium),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 191,PASS,3.91,Automated Runner,2026-07-27 09:44:43
TC-0192,Web (Selenium),UI/UX Accessibility,Verify UI/UX Accessibility functionality - Case 192,PASS,2.14,Automated Runner,2026-07-27 09:48:43
TC-0193,Web (Selenium),Cloudinary Media Uploads,Verify Cloudinary Media Uploads functionality - Case 193,PASS,3.54,Automated Runner,2026-07-27 08:58:43
TC-0194,Performance (JMeter),NeonDB Operations,Verify NeonDB Operations functionality - Case 194,PASS,3.76,Automated Runner,2026-07-27 10:33:43
TC-0195,Mobile (Android/Appium),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 195,PASS,3.55,Automated Runner,2026-07-27 09:46:43
TC-0196,Web (Selenium),Workout & Gym Tracking,Verify Workout & Gym Tracking functionality - Case 196,PASS,0.38,Automated Runner,2026-07-27 10:11:43
TC-0197,API (PyTest),Backend API Integration,Verify Backend API Integration functionality - Case 197,PASS,1.22,Automated Runner,2026-07-27 08:52:43
TC-0198,Performance (JMeter),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 198,PASS,1.68,Automated Runner,2026-07-27 09:45:43
TC-0199,Mobile (Android/Appium),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 199,PASS,3.3,Automated Runner,2026-07-27 08:59:43
TC-0200,Mobile (Android/Appium),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 200,PASS,3.96,Automated Runner,2026-07-27 10:34:43
TC-0201,Web (Selenium),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 201,PASS,3.88,Automated Runner,2026-07-27 08:54:43
TC-0202,Mobile (Android/Appium),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 202,PASS,1.91,Automated Runner,2026-07-27 09:22:43
TC-0203,Web (Selenium),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 203,SKIP,2.01,Automated Runner,2026-07-27 10:17:43
TC-0204,Mobile (Android/Appium),NeonDB Operations,Verify NeonDB Operations functionality - Case 204,PASS,0.87,Automated Runner,2026-07-27 10:22:43
TC-0205,Performance (JMeter),UI/UX Accessibility,Verify UI/UX Accessibility functionality - Case 205,PASS,4.22,Automated Runner,2026-07-27 10:32:43
TC-0206,Web (Selenium),Workout & Gym Tracking,Verify Workout & Gym Tracking functionality - Case 206,PASS,1.88,Automated Runner,2026-07-27 08:42:43
TC-0207,API (PyTest),Authentication,Verify Authentication functionality - Case 207,PASS,1.17,Automated Runner,2026-07-27 08:56:43
TC-0208,Mobile (Android/Appium),Authentication,Verify Authentication functionality - Case 208,PASS,4.01,Automated Runner,2026-07-27 09:27:43
TC-0209,API (PyTest),Authentication,Verify Authentication functionality - Case 209,PASS,1.89,Automated Runner,2026-07-27 09:25:43
TC-0210,API (PyTest),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 210,PASS,3.76,Automated Runner,2026-07-27 09:38:43
TC-0211,Web (Selenium),NeonDB Operations,Verify NeonDB Operations functionality - Case 211,FAIL,3.97,Automated Runner,2026-07-27 10:29:43
TC-0212,API (PyTest),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 212,PASS,1.36,Automated Runner,2026-07-27 09:47:43
TC-0213,API (PyTest),User Profile,Verify User Profile functionality - Case 213,SKIP,3.82,Automated Runner,2026-07-27 10:05:43
TC-0214,Mobile (Android/Appium),Authentication,Verify Authentication functionality - Case 214,PASS,2.43,Automated Runner,2026-07-27 09:32:43
TC-0215,Performance (JMeter),UI/UX Accessibility,Verify UI/UX Accessibility functionality - Case 215,PASS,0.61,Automated Runner,2026-07-27 10:31:43
TC-0216,Performance (JMeter),NeonDB Operations,Verify NeonDB Operations functionality - Case 216,PASS,1.36,Automated Runner,2026-07-27 09:09:43
TC-0217,Web (Selenium),NeonDB Operations,Verify NeonDB Operations functionality - Case 217,PASS,0.51,Automated Runner,2026-07-27 09:36:43
TC-0218,Performance (JMeter),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 218,PASS,1.5,Automated Runner,2026-07-27 08:52:43
TC-0219,Web (Selenium),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 219,PASS,4.41,Automated Runner,2026-07-27 10:09:43
TC-0220,API (PyTest),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 220,PASS,0.43,Automated Runner,2026-07-27 10:32:43
TC-0221,Web (Selenium),NeonDB Operations,Verify NeonDB Operations functionality - Case 221,PASS,4.24,Automated Runner,2026-07-27 09:58:43
TC-0222,Mobile (Android/Appium),User Profile,Verify User Profile functionality - Case 222,PASS,4.41,Automated Runner,2026-07-27 08:36:43
TC-0223,Mobile (Android/Appium),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 223,PASS,0.94,Automated Runner,2026-07-27 10:10:43
TC-0224,API (PyTest),Cloudinary Media Uploads,Verify Cloudinary Media Uploads functionality - Case 224,PASS,1.37,Automated Runner,2026-07-27 09:01:43
TC-0225,Performance (JMeter),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 225,PASS,0.45,Automated Runner,2026-07-27 09:10:43
TC-0226,Mobile (Android/Appium),NeonDB Operations,Verify NeonDB Operations functionality - Case 226,PASS,3.33,Automated Runner,2026-07-27 09:36:43
TC-0227,Performance (JMeter),NeonDB Operations,Verify NeonDB Operations functionality - Case 227,PASS,0.63,Automated Runner,2026-07-27 10:29:43
TC-0228,Performance (JMeter),Authentication,Verify Authentication functionality - Case 228,PASS,3.25,Automated Runner,2026-07-27 09:22:43
TC-0229,Performance (JMeter),User Profile,Verify User Profile functionality - Case 229,PASS,1.3,Automated Runner,2026-07-27 10:17:43
TC-0230,Web (Selenium),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 230,PASS,2.5,Automated Runner,2026-07-27 09:08:43
TC-0231,Mobile (Android/Appium),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 231,PASS,2.46,Automated Runner,2026-07-27 09:52:43
TC-0232,Web (Selenium),UI/UX Accessibility,Verify UI/UX Accessibility functionality - Case 232,PASS,1.74,Automated Runner,2026-07-27 08:52:43
TC-0233,Performance (JMeter),Workout & Gym Tracking,Verify Workout & Gym Tracking functionality - Case 233,PASS,3.68,Automated Runner,2026-07-27 09:30:43
TC-0234,Performance (JMeter),Backend API Integration,Verify Backend API Integration functionality - Case 234,PASS,2.58,Automated Runner,2026-07-27 09:38:43
TC-0235,Performance (JMeter),User Profile,Verify User Profile functionality - Case 235,PASS,0.66,Automated Runner,2026-07-27 09:35:43
TC-0236,Mobile (Android/Appium),Cloudinary Media Uploads,Verify Cloudinary Media Uploads functionality - Case 236,PASS,2.18,Automated Runner,2026-07-27 09:42:43
TC-0237,Web (Selenium),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 237,PASS,2.52,Automated Runner,2026-07-27 09:42:43
TC-0238,Mobile (Android/Appium),Backend API Integration,Verify Backend API Integration functionality - Case 238,FAIL,2.66,Automated Runner,2026-07-27 09:23:43
TC-0239,Mobile (Android/Appium),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 239,PASS,2.91,Automated Runner,2026-07-27 09:54:43
TC-0240,API (PyTest),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 240,PASS,3.53,Automated Runner,2026-07-27 10:11:43
TC-0241,API (PyTest),UI/UX Accessibility,Verify UI/UX Accessibility functionality - Case 241,FAIL,0.44,Automated Runner,2026-07-27 10:24:43
TC-0242,Performance (JMeter),Cloudinary Media Uploads,Verify Cloudinary Media Uploads functionality - Case 242,PASS,1.66,Automated Runner,2026-07-27 08:41:43
TC-0243,Web (Selenium),UI/UX Accessibility,Verify UI/UX Accessibility functionality - Case 243,PASS,3.85,Automated Runner,2026-07-27 09:25:43
TC-0244,API (PyTest),UI/UX Accessibility,Verify UI/UX Accessibility functionality - Case 244,PASS,3.76,Automated Runner,2026-07-27 10:22:43
TC-0245,Web (Selenium),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 245,PASS,2.57,Automated Runner,2026-07-27 08:55:43
TC-0246,API (PyTest),UI/UX Accessibility,Verify UI/UX Accessibility functionality - Case 246,PASS,2.01,Automated Runner,2026-07-27 10:33:43
TC-0247,Performance (JMeter),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 247,PASS,4.04,Automated Runner,2026-07-27 10:03:43
TC-0248,Performance (JMeter),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 248,PASS,0.42,Automated Runner,2026-07-27 10:15:43
TC-0249,Performance (JMeter),Backend API Integration,Verify Backend API Integration functionality - Case 249,PASS,3.32,Automated Runner,2026-07-27 10:02:43
TC-0250,Performance (JMeter),UI/UX Accessibility,Verify UI/UX Accessibility functionality - Case 250,PASS,3.87,Automated Runner,2026-07-27 09:02:43
TC-0251,Web (Selenium),Backend API Integration,Verify Backend API Integration functionality - Case 251,PASS,3.02,Automated Runner,2026-07-27 09:47:43
TC-0252,Performance (JMeter),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 252,PASS,2.05,Automated Runner,2026-07-27 08:56:43
TC-0253,Web (Selenium),Authentication,Verify Authentication functionality - Case 253,PASS,0.94,Automated Runner,2026-07-27 09:42:43
TC-0254,API (PyTest),Cloudinary Media Uploads,Verify Cloudinary Media Uploads functionality - Case 254,PASS,4.05,Automated Runner,2026-07-27 08:59:43
TC-0255,Mobile (Android/Appium),NeonDB Operations,Verify NeonDB Operations functionality - Case 255,PASS,4.45,Automated Runner,2026-07-27 10:01:43
TC-0256,Web (Selenium),User Profile,Verify User Profile functionality - Case 256,PASS,2.75,Automated Runner,2026-07-27 10:32:43
TC-0257,API (PyTest),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 257,PASS,1.81,Automated Runner,2026-07-27 10:00:43
TC-0258,API (PyTest),Cloudinary Media Uploads,Verify Cloudinary Media Uploads functionality - Case 258,SKIP,4.37,Automated Runner,2026-07-27 10:06:43
TC-0259,Web (Selenium),User Profile,Verify User Profile functionality - Case 259,PASS,1.95,Automated Runner,2026-07-27 10:19:43
TC-0260,API (PyTest),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 260,PASS,3.68,Automated Runner,2026-07-27 09:11:43
TC-0261,API (PyTest),Workout & Gym Tracking,Verify Workout & Gym Tracking functionality - Case 261,PASS,1.87,Automated Runner,2026-07-27 08:50:43
TC-0262,Web (Selenium),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 262,PASS,2.38,Automated Runner,2026-07-27 08:59:43
TC-0263,API (PyTest),UI/UX Accessibility,Verify UI/UX Accessibility functionality - Case 263,PASS,3.33,Automated Runner,2026-07-27 09:10:43
TC-0264,Web (Selenium),Cloudinary Media Uploads,Verify Cloudinary Media Uploads functionality - Case 264,PASS,4.17,Automated Runner,2026-07-27 08:35:43
TC-0265,Web (Selenium),NeonDB Operations,Verify NeonDB Operations functionality - Case 265,PASS,2.73,Automated Runner,2026-07-27 09:59:43
TC-0266,Performance (JMeter),Cloudinary Media Uploads,Verify Cloudinary Media Uploads functionality - Case 266,PASS,2.27,Automated Runner,2026-07-27 09:32:43
TC-0267,API (PyTest),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 267,PASS,3.03,Automated Runner,2026-07-27 09:10:43
TC-0268,Web (Selenium),Workout & Gym Tracking,Verify Workout & Gym Tracking functionality - Case 268,PASS,0.97,Automated Runner,2026-07-27 09:06:43
TC-0269,Mobile (Android/Appium),NeonDB Operations,Verify NeonDB Operations functionality - Case 269,PASS,3.34,Automated Runner,2026-07-27 09:33:43
TC-0270,Web (Selenium),Workout & Gym Tracking,Verify Workout & Gym Tracking functionality - Case 270,PASS,0.23,Automated Runner,2026-07-27 08:35:43
TC-0271,Performance (JMeter),User Profile,Verify User Profile functionality - Case 271,SKIP,0.96,Automated Runner,2026-07-27 10:16:43
TC-0272,API (PyTest),Workout & Gym Tracking,Verify Workout & Gym Tracking functionality - Case 272,PASS,0.51,Automated Runner,2026-07-27 10:08:43
TC-0273,Performance (JMeter),UI/UX Accessibility,Verify UI/UX Accessibility functionality - Case 273,PASS,3.76,Automated Runner,2026-07-27 08:40:43
TC-0274,Web (Selenium),Backend API Integration,Verify Backend API Integration functionality - Case 274,PASS,2.94,Automated Runner,2026-07-27 10:17:43
TC-0275,API (PyTest),Cloudinary Media Uploads,Verify Cloudinary Media Uploads functionality - Case 275,PASS,4.23,Automated Runner,2026-07-27 08:37:43
TC-0276,API (PyTest),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 276,PASS,3.63,Automated Runner,2026-07-27 10:15:43
TC-0277,Mobile (Android/Appium),Backend API Integration,Verify Backend API Integration functionality - Case 277,PASS,2.51,Automated Runner,2026-07-27 09:22:43
TC-0278,API (PyTest),UI/UX Accessibility,Verify UI/UX Accessibility functionality - Case 278,PASS,3.66,Automated Runner,2026-07-27 09:54:43
TC-0279,Web (Selenium),NeonDB Operations,Verify NeonDB Operations functionality - Case 279,PASS,1.83,Automated Runner,2026-07-27 10:08:43
TC-0280,API (PyTest),UI/UX Accessibility,Verify UI/UX Accessibility functionality - Case 280,PASS,1.1,Automated Runner,2026-07-27 08:35:43
TC-0281,Performance (JMeter),Authentication,Verify Authentication functionality - Case 281,FAIL,1.86,Automated Runner,2026-07-27 10:13:43
TC-0282,API (PyTest),NeonDB Operations,Verify NeonDB Operations functionality - Case 282,PASS,4.38,Automated Runner,2026-07-27 08:46:43
TC-0283,Web (Selenium),Cloudinary Media Uploads,Verify Cloudinary Media Uploads functionality - Case 283,PASS,0.9,Automated Runner,2026-07-27 09:08:43
TC-0284,Performance (JMeter),Authentication,Verify Authentication functionality - Case 284,PASS,0.13,Automated Runner,2026-07-27 10:21:43
TC-0285,API (PyTest),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 285,PASS,2.41,Automated Runner,2026-07-27 10:23:43
TC-0286,Mobile (Android/Appium),UI/UX Accessibility,Verify UI/UX Accessibility functionality - Case 286,FAIL,0.54,Automated Runner,2026-07-27 09:02:43
TC-0287,API (PyTest),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 287,PASS,0.47,Automated Runner,2026-07-27 09:51:43
TC-0288,Performance (JMeter),NeonDB Operations,Verify NeonDB Operations functionality - Case 288,PASS,1.85,Automated Runner,2026-07-27 10:11:43
TC-0289,Mobile (Android/Appium),Workout & Gym Tracking,Verify Workout & Gym Tracking functionality - Case 289,PASS,0.25,Automated Runner,2026-07-27 08:44:43
TC-0290,Web (Selenium),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 290,PASS,0.54,Automated Runner,2026-07-27 10:14:43
TC-0291,API (PyTest),Cloudinary Media Uploads,Verify Cloudinary Media Uploads functionality - Case 291,PASS,1.45,Automated Runner,2026-07-27 09:15:43
TC-0292,API (PyTest),Backend API Integration,Verify Backend API Integration functionality - Case 292,PASS,4.48,Automated Runner,2026-07-27 10:33:43
TC-0293,Mobile (Android/Appium),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 293,PASS,3.57,Automated Runner,2026-07-27 09:11:43
TC-0294,Web (Selenium),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 294,FAIL,1.3,Automated Runner,2026-07-27 08:38:43
TC-0295,Performance (JMeter),Authentication,Verify Authentication functionality - Case 295,PASS,0.52,Automated Runner,2026-07-27 09:56:43
TC-0296,Performance (JMeter),User Profile,Verify User Profile functionality - Case 296,PASS,1.68,Automated Runner,2026-07-27 08:47:43
TC-0297,Mobile (Android/Appium),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 297,PASS,3.01,Automated Runner,2026-07-27 09:22:43
TC-0298,Mobile (Android/Appium),Authentication,Verify Authentication functionality - Case 298,PASS,3.47,Automated Runner,2026-07-27 10:01:43
TC-0299,Mobile (Android/Appium),Cloudinary Media Uploads,Verify Cloudinary Media Uploads functionality - Case 299,PASS,1.65,Automated Runner,2026-07-27 10:34:43
TC-0300,Web (Selenium),Workout & Gym Tracking,Verify Workout & Gym Tracking functionality - Case 300,PASS,3.36,Automated Runner,2026-07-27 09:13:43
TC-0301,Web (Selenium),User Profile,Verify User Profile functionality - Case 301,PASS,1.0,Automated Runner,2026-07-27 09:57:43
TC-0302,Performance (JMeter),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 302,PASS,0.54,Automated Runner,2026-07-27 08:47:43
TC-0303,API (PyTest),Cloudinary Media Uploads,Verify Cloudinary Media Uploads functionality - Case 303,PASS,1.15,Automated Runner,2026-07-27 09:43:43
TC-0304,Performance (JMeter),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 304,PASS,2.48,Automated Runner,2026-07-27 09:19:43
TC-0305,API (PyTest),Backend API Integration,Verify Backend API Integration functionality - Case 305,SKIP,3.57,Automated Runner,2026-07-27 08:57:43
TC-0306,API (PyTest),User Profile,Verify User Profile functionality - Case 306,PASS,1.09,Automated Runner,2026-07-27 10:29:43
TC-0307,Performance (JMeter),Cloudinary Media Uploads,Verify Cloudinary Media Uploads functionality - Case 307,PASS,3.43,Automated Runner,2026-07-27 09:11:43
TC-0308,Mobile (Android/Appium),Workout & Gym Tracking,Verify Workout & Gym Tracking functionality - Case 308,PASS,3.07,Automated Runner,2026-07-27 09:20:43
TC-0309,Web (Selenium),Cloudinary Media Uploads,Verify Cloudinary Media Uploads functionality - Case 309,PASS,4.25,Automated Runner,2026-07-27 09:10:43
TC-0310,Web (Selenium),NeonDB Operations,Verify NeonDB Operations functionality - Case 310,PASS,3.1,Automated Runner,2026-07-27 08:51:43
TC-0311,API (PyTest),Workout & Gym Tracking,Verify Workout & Gym Tracking functionality - Case 311,PASS,3.93,Automated Runner,2026-07-27 09:47:43
TC-0312,Web (Selenium),NeonDB Operations,Verify NeonDB Operations functionality - Case 312,PASS,3.11,Automated Runner,2026-07-27 08:45:43
TC-0313,Web (Selenium),Cloudinary Media Uploads,Verify Cloudinary Media Uploads functionality - Case 313,PASS,1.1,Automated Runner,2026-07-27 09:49:43
TC-0314,API (PyTest),User Profile,Verify User Profile functionality - Case 314,PASS,4.14,Automated Runner,2026-07-27 09:58:43
TC-0315,Mobile (Android/Appium),NeonDB Operations,Verify NeonDB Operations functionality - Case 315,FAIL,2.56,Automated Runner,2026-07-27 09:54:43
TC-0316,API (PyTest),Authentication,Verify Authentication functionality - Case 316,PASS,4.37,Automated Runner,2026-07-27 10:21:43
TC-0317,Mobile (Android/Appium),Backend API Integration,Verify Backend API Integration functionality - Case 317,PASS,4.02,Automated Runner,2026-07-27 08:40:43
TC-0318,Mobile (Android/Appium),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 318,PASS,2.35,Automated Runner,2026-07-27 10:26:43
TC-0319,Mobile (Android/Appium),User Profile,Verify User Profile functionality - Case 319,PASS,2.05,Automated Runner,2026-07-27 09:46:43
TC-0320,Performance (JMeter),Workout & Gym Tracking,Verify Workout & Gym Tracking functionality - Case 320,SKIP,3.55,Automated Runner,2026-07-27 09:21:43
TC-0321,API (PyTest),User Profile,Verify User Profile functionality - Case 321,PASS,1.19,Automated Runner,2026-07-27 10:33:43
TC-0322,Performance (JMeter),UI/UX Accessibility,Verify UI/UX Accessibility functionality - Case 322,PASS,2.92,Automated Runner,2026-07-27 09:19:43
TC-0323,Performance (JMeter),Backend API Integration,Verify Backend API Integration functionality - Case 323,PASS,3.38,Automated Runner,2026-07-27 09:29:43
TC-0324,API (PyTest),Workout & Gym Tracking,Verify Workout & Gym Tracking functionality - Case 324,PASS,0.82,Automated Runner,2026-07-27 08:49:43
TC-0325,API (PyTest),NeonDB Operations,Verify NeonDB Operations functionality - Case 325,PASS,2.28,Automated Runner,2026-07-27 09:55:43
TC-0326,Web (Selenium),Authentication,Verify Authentication functionality - Case 326,PASS,0.36,Automated Runner,2026-07-27 09:02:43
TC-0327,Mobile (Android/Appium),Backend API Integration,Verify Backend API Integration functionality - Case 327,PASS,3.43,Automated Runner,2026-07-27 09:08:43
TC-0328,Performance (JMeter),Cloudinary Media Uploads,Verify Cloudinary Media Uploads functionality - Case 328,PASS,3.23,Automated Runner,2026-07-27 09:48:43
TC-0329,Mobile (Android/Appium),Workout & Gym Tracking,Verify Workout & Gym Tracking functionality - Case 329,PASS,0.34,Automated Runner,2026-07-27 10:30:43
TC-0330,API (PyTest),Authentication,Verify Authentication functionality - Case 330,PASS,2.16,Automated Runner,2026-07-27 10:22:43
TC-0331,Web (Selenium),Backend API Integration,Verify Backend API Integration functionality - Case 331,PASS,1.5,Automated Runner,2026-07-27 09:13:43
TC-0332,API (PyTest),Backend API Integration,Verify Backend API Integration functionality - Case 332,PASS,3.67,Automated Runner,2026-07-27 10:14:43
TC-0333,Mobile (Android/Appium),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 333,PASS,3.63,Automated Runner,2026-07-27 09:15:43
TC-0334,Web (Selenium),NeonDB Operations,Verify NeonDB Operations functionality - Case 334,PASS,0.85,Automated Runner,2026-07-27 09:20:43
TC-0335,Performance (JMeter),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 335,PASS,1.05,Automated Runner,2026-07-27 10:13:43
TC-0336,Mobile (Android/Appium),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 336,PASS,3.67,Automated Runner,2026-07-27 09:49:43
TC-0337,Web (Selenium),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 337,PASS,3.0,Automated Runner,2026-07-27 10:07:43
TC-0338,Web (Selenium),NeonDB Operations,Verify NeonDB Operations functionality - Case 338,PASS,2.45,Automated Runner,2026-07-27 08:46:43
TC-0339,Web (Selenium),NeonDB Operations,Verify NeonDB Operations functionality - Case 339,PASS,1.64,Automated Runner,2026-07-27 10:25:43
TC-0340,Mobile (Android/Appium),UI/UX Accessibility,Verify UI/UX Accessibility functionality - Case 340,PASS,1.14,Automated Runner,2026-07-27 09:50:43
TC-0341,Performance (JMeter),User Profile,Verify User Profile functionality - Case 341,PASS,1.58,Automated Runner,2026-07-27 08:40:43
TC-0342,API (PyTest),Authentication,Verify Authentication functionality - Case 342,PASS,1.52,Automated Runner,2026-07-27 09:10:43
TC-0343,Performance (JMeter),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 343,PASS,3.48,Automated Runner,2026-07-27 09:39:43
TC-0344,Web (Selenium),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 344,PASS,3.99,Automated Runner,2026-07-27 09:08:43
TC-0345,Performance (JMeter),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 345,PASS,1.57,Automated Runner,2026-07-27 10:21:43
TC-0346,Mobile (Android/Appium),User Profile,Verify User Profile functionality - Case 346,SKIP,2.85,Automated Runner,2026-07-27 09:25:43
TC-0347,Performance (JMeter),NeonDB Operations,Verify NeonDB Operations functionality - Case 347,PASS,3.58,Automated Runner,2026-07-27 08:37:43
TC-0348,API (PyTest),Backend API Integration,Verify Backend API Integration functionality - Case 348,PASS,3.71,Automated Runner,2026-07-27 10:17:43
TC-0349,Performance (JMeter),NeonDB Operations,Verify NeonDB Operations functionality - Case 349,PASS,4.24,Automated Runner,2026-07-27 09:56:43
TC-0350,Web (Selenium),Authentication,Verify Authentication functionality - Case 350,FAIL,1.14,Automated Runner,2026-07-27 10:34:43
TC-0351,Mobile (Android/Appium),Cloudinary Media Uploads,Verify Cloudinary Media Uploads functionality - Case 351,PASS,3.47,Automated Runner,2026-07-27 08:39:43
TC-0352,Mobile (Android/Appium),Authentication,Verify Authentication functionality - Case 352,PASS,2.69,Automated Runner,2026-07-27 09:20:43
TC-0353,API (PyTest),Workout & Gym Tracking,Verify Workout & Gym Tracking functionality - Case 353,PASS,0.78,Automated Runner,2026-07-27 10:05:43
TC-0354,API (PyTest),Cloudinary Media Uploads,Verify Cloudinary Media Uploads functionality - Case 354,PASS,2.68,Automated Runner,2026-07-27 09:21:43
TC-0355,Web (Selenium),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 355,PASS,0.27,Automated Runner,2026-07-27 09:53:43
TC-0356,Mobile (Android/Appium),UI/UX Accessibility,Verify UI/UX Accessibility functionality - Case 356,PASS,2.06,Automated Runner,2026-07-27 09:31:43
TC-0357,Web (Selenium),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 357,PASS,3.31,Automated Runner,2026-07-27 10:04:43
TC-0358,API (PyTest),Backend API Integration,Verify Backend API Integration functionality - Case 358,PASS,3.73,Automated Runner,2026-07-27 09:29:43
TC-0359,API (PyTest),User Profile,Verify User Profile functionality - Case 359,PASS,2.95,Automated Runner,2026-07-27 09:02:43
TC-0360,Web (Selenium),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 360,PASS,2.81,Automated Runner,2026-07-27 08:47:43
TC-0361,API (PyTest),Backend API Integration,Verify Backend API Integration functionality - Case 361,FAIL,1.94,Automated Runner,2026-07-27 08:55:43
TC-0362,Performance (JMeter),User Profile,Verify User Profile functionality - Case 362,PASS,0.67,Automated Runner,2026-07-27 09:43:43
TC-0363,Performance (JMeter),UI/UX Accessibility,Verify UI/UX Accessibility functionality - Case 363,PASS,1.19,Automated Runner,2026-07-27 09:47:43
TC-0364,Performance (JMeter),Authentication,Verify Authentication functionality - Case 364,PASS,1.85,Automated Runner,2026-07-27 09:30:43
TC-0365,Web (Selenium),Cloudinary Media Uploads,Verify Cloudinary Media Uploads functionality - Case 365,PASS,3.61,Automated Runner,2026-07-27 09:46:43
TC-0366,Performance (JMeter),Workout & Gym Tracking,Verify Workout & Gym Tracking functionality - Case 366,PASS,4.11,Automated Runner,2026-07-27 09:17:43
TC-0367,Web (Selenium),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 367,PASS,0.9,Automated Runner,2026-07-27 10:02:43
TC-0368,API (PyTest),Cloudinary Media Uploads,Verify Cloudinary Media Uploads functionality - Case 368,PASS,0.15,Automated Runner,2026-07-27 10:08:43
TC-0369,Web (Selenium),UI/UX Accessibility,Verify UI/UX Accessibility functionality - Case 369,PASS,3.44,Automated Runner,2026-07-27 08:36:43
TC-0370,Mobile (Android/Appium),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 370,PASS,0.93,Automated Runner,2026-07-27 09:43:43
TC-0371,Performance (JMeter),UI/UX Accessibility,Verify UI/UX Accessibility functionality - Case 371,PASS,3.38,Automated Runner,2026-07-27 10:00:43
TC-0372,Performance (JMeter),NeonDB Operations,Verify NeonDB Operations functionality - Case 372,PASS,0.51,Automated Runner,2026-07-27 10:21:43
TC-0373,Mobile (Android/Appium),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 373,PASS,3.48,Automated Runner,2026-07-27 09:43:43
TC-0374,Performance (JMeter),Workout & Gym Tracking,Verify Workout & Gym Tracking functionality - Case 374,PASS,3.11,Automated Runner,2026-07-27 08:45:43
TC-0375,Web (Selenium),Cloudinary Media Uploads,Verify Cloudinary Media Uploads functionality - Case 375,PASS,0.97,Automated Runner,2026-07-27 09:32:43
TC-0376,Mobile (Android/Appium),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 376,PASS,2.24,Automated Runner,2026-07-27 10:31:43
